Day,Delivery status,Delivery level,Ad Set Name,Ad name,Impressions,"CPM (cost per 1,000 impressions)",Reach,"Cost per 1,000 Accounts Center accounts reached",Frequency,CTR (all),Unique outbound clicks,Unique outbound CTR (click-through rate),Cost per unique outbound click,Landing page views,Cost per landing page view,Content views,Cost per content view,Adds to cart,Cost per add to cart,Checkouts Initiated,Cost per checkout initiated,Adds of payment info,Cost per add of payment info,Purchases,Cost per purchase,Purchases conversion value,Average purchases conversion value,Purchase ROAS (return on ad spend),Amount spent (USD),Link (ad settings),Attribution setting,Campaign ID,Ad set ID,Ad ID,Result type,Results,Cost per result,Link clicks,CPC (cost per link click),Campaign Delivery,Ad Set Delivery,Ad Delivery,Reporting starts,Reporting ends
2025-06-25,,,,,113908,33.68903,65857,58.26943225473374,1.729626,1.190434,820.0,0.01245122006772249,4.679817073170732,735,5.221020408163265,1541,2.490234,75,51.166,17,225.732353,5,767.49,13,295.188462,3695.72,284.2861538461538,0.963066619760518,3837.45,,multiple,,,,Website purchases,13,295.188462,876,2.829978,,,,2025-06-25,2025-06-25
2025-06-26,,,,,101361,36.553704,60041,61.70983161506304,1.688196,1.407839,781.0,0.013007778018354125,4.744071702944942,731,5.068563611491108,1609,2.302747,109,33.991927,17,217.948235,7,529.302857,25,148.2048,13759.57,550.3828,3.7136637949648055,3705.12,,multiple,,,,Website purchases,25,148.2048,859,2.59644,,,,2025-06-26,2025-06-26
2025-06-27,,,,,95172,39.400244,54731,68.51327401289946,1.738905,1.418484,795.0,0.014525588788803421,4.716729559748428,772,4.857253886010363,1663,2.254841,144,26.040278,18,208.322222,13,288.446154,23,163.034783,11550.21,502.18304347826086,3.0802202784148482,3749.8,,multiple,,,,Website purchases,23,163.034783,849,2.77763,,,,2025-06-27,2025-06-27
2025-06-28,,,,,77928,43.334745,46821,72.12554195766857,1.664381,1.397444,676.0,0.014437965870015591,4.995547337278106,665,5.078180451127819,1325,2.548672,78,43.294744,13,259.768462,4,844.2475,14,241.213571,6229.04,444.93142857142857,1.8445538778616462,3376.99,,multiple,,,,Website purchases,14,241.213571,721,3.101001,,,,2025-06-28,2025-06-28
2025-06-29,,,,,99331,43.158732,59164,72.4596038131296,1.678909,1.413456,825.0,0.013944290446893381,5.196363636363636,810,5.292592592592593,1525,2.811148,164,26.140244,23,186.391304,9,476.333333,24,178.625,11674.81,486.4504166666666,2.723305341730814,4287.0,,multiple,,,,Website purchases,24,178.625,899,3.053419,,,,2025-06-29,2025-06-29
2025-06-30,,,,,94959,40.280121,54220,70.54518627812615,1.751365,1.20473,664.0,0.012246403541128735,5.760481927710844,668,5.7259880239520955,1377,2.777749,128,29.8825,22,173.861818,13,294.227692,22,173.861818,10377.32,471.6963636363636,2.7130532083995647,3824.96,,multiple,,,,Website purchases,22,173.861818,737,3.343497,,,,2025-06-30,2025-06-30
2025-07-01,,,,,96981,37.209247,55726,64.75594874923733,1.740319,1.143523,700.0,0.012561461436313391,5.1551285714285715,700,5.1551285714285715,1316,2.74209,94,38.389255,8,451.07375,4,902.1475,10,360.859,5703.33,570.333,1.5804871154661515,3608.59,,multiple,,,,Website purchases,10,360.859,762,3.253913,,,,2025-07-01,2025-07-01
2025-07-02,,,,,83596,42.734102,48395,73.81754313462135,1.727369,1.312264,679.0,0.014030375038743673,5.261266568483063,666,5.363963963963964,1361,2.624835,70,51.034286,15,238.16,6,595.4,11,324.763636,4040.76,367.3418181818182,1.1311051394020826,3572.4,,multiple,,,,Website purchases,11,324.763636,759,3.256518,,,,2025-07-02,2025-07-02
2025-07-03,,,,,96821,37.5401,56883,63.897297962484394,1.702108,1.402588,785.0,0.013800256667194064,4.630152866242038,769,4.726488946684006,1567,2.319509,127,28.619449,15,242.311333,8,454.33375,18,201.926111,10641.35,591.1861111111111,2.927734842502896,3634.67,,multiple,,,,Website purchases,18,201.926111,896,2.676487,,,,2025-07-03,2025-07-03
2025-07-04,,,,,93710,38.06915,51762,68.92044356864109,1.810401,1.340305,754.0,0.014566670530505003,4.731379310344828,783,4.556143039591316,1645,2.168669,139,25.66518,30,118.915333,18,198.192222,27,132.128148,13312.24,493.0459259259259,3.731573724722912,3567.46,,multiple,,,,Website purchases,27,132.128148,887,2.840334,,,,2025-07-04,2025-07-04
2025-07-05,,,,,94780,37.390272,54068,65.54431456684175,1.752978,1.211226,702.0,0.012983650218243693,5.048219373219373,688,5.15094476744186,1485,2.386431,127,27.904331,26,136.301923,14,253.132143,19,186.518421,11127.22,585.6431578947368,3.1398676580555045,3543.85,,multiple,,,,Website purchases,19,186.518421,790,3.086977,,,,2025-07-05,2025-07-05
2025-07-06,,,,,113970,36.664649,63347,65.96476549797148,1.799138,1.259103,861.0,0.013591803873900896,4.8532752613240415,919,4.546974972796518,1735,2.408455,140,29.847643,30,139.289,12,348.2225,23,181.681304,13417.06,583.3504347826087,3.2108445988795475,4178.67,,multiple,,,,Website purchases,23,181.681304,1012,2.911965,,,,2025-07-06,2025-07-06
2025-07-07,,,,,104426,37.835309,57380,68.85657023353085,1.819902,1.166376,736.0,0.012826768909027536,5.368192934782608,745,5.303342281879194,1555,2.54083,113,34.964513,17,232.411176,7,564.427143,18,219.499444,11451.93,636.2183333333334,2.898496326237222,3950.99,,multiple,,,,Website purchases,18,219.499444,843,3.243834,,,,2025-07-07,2025-07-07
2025-07-08,,,,,88478,41.106603,51377,70.79101543492224,1.722132,1.144917,608.0,0.011834089183876054,5.9819572368421055,602,6.041578073089702,1399,2.599736,125,29.09624,23,158.131739,10,363.703,19,191.422632,11369.74,598.4073684210526,3.1261056411412604,3637.03,,multiple,,,,Website purchases,19,191.422632,688,3.590355,,,,2025-07-08,2025-07-08
2025-07-09,,,,,69096,52.892063,50930,71.7579030041233,1.356686,1.603566,740.0,0.014529746711172197,4.93868918918919,708,5.161906779661017,1428,2.559265,91,40.160769,15,243.642,10,365.463,20,182.7315,10105.0,505.25,2.7649857851547215,3654.63,,multiple,,,,Website purchases,20,182.7315,762,3.298403,,,,2025-07-09,2025-07-09
2025-07-10,,,,,47247,76.109806,36616,98.20734105309154,1.290338,1.856203,564.0,0.01540310246886607,6.375815602836879,601,5.983294509151414,914,3.934311,64,56.186875,15,239.730667,11,326.905455,13,276.612308,6446.19,495.8607692307692,1.7926200513910053,3595.96,,multiple,,,,Website purchases,13,276.612308,588,4.100296,,,,2025-07-10,2025-07-10
2025-07-11,,,,,49072,75.513327,39517,93.77204747323937,1.241795,1.760678,553.0,0.013993977275602905,6.700886075949367,573,6.466998254799302,816,4.541164,35,105.874,,,,,5,741.118,1774.52,354.904,0.4788765081943766,3705.59,,multiple,,,,Website purchases,5,741.118,589,4.288877,,,,2025-07-11,2025-07-11
2025-07-12,,,,,50539,67.924375,40618,84.51499335270077,1.244251,1.806526,608.0,0.014968733074006597,5.64610197368421,640,5.363796875,902,3.805798,41,83.727561,12,286.069167,9,381.425556,11,312.075455,4608.48,418.95272727272726,1.3424725372360413,3432.83,,multiple,,,,Website purchases,11,312.075455,632,3.759945,,,,2025-07-12,2025-07-12
2025-07-13,,,,,57917,70.330128,44769,90.98505662400322,1.293685,1.882004,695.0,0.015524135004132324,5.860877697841727,697,5.844060258249641,959,4.247456,50,81.4662,9,452.59,5,814.662,12,339.4425,4942.07,411.83916666666664,1.2132810908082123,4073.31,,multiple,,,,Website purchases,12,339.4425,720,3.736982,,,,2025-07-13,2025-07-13
2025-07-14,,,,,59759,67.832293,47991,84.46562897209894,1.245213,2.023126,783.0,0.01631555916734388,5.176998722860792,750,5.404786666666667,1004,4.03744,30,135.119667,5,810.718,3,1351.196667,7,579.084286,2816.38,402.34000000000003,0.694786596572421,4053.59,,multiple,,,,Website purchases,7,579.084286,791,3.352845,,,,2025-07-14,2025-07-14
2025-07-15,,,,,68664,55.621141,52989,72.07477023533185,1.295816,2.078236,847.0,0.01598444960274774,4.509055489964581,841,4.541224732461355,1121,3.406931,38,100.504474,7,545.595714,1,3819.17,5,763.834,3364.48,672.896,0.8809453362903458,3819.17,,multiple,,,,Website purchases,5,763.834,865,2.676363,,,,2025-07-15,2025-07-15
2025-07-16,,,,,67763,55.570296,50333,74.81393916516004,1.346294,1.770878,679.0,0.013490155563944133,5.545817378497791,697,5.402596843615495,937,4.018794,27,139.467037,5,753.122,3,1255.203333,8,470.70125,4874.77,609.34625,1.2945498870036993,3765.61,,multiple,,,,Website purchases,8,470.70125,730,3.138008,,,,2025-07-16,2025-07-16
2025-07-17,,,,,65546,58.976902,47805,80.86392636753477,1.371112,1.871968,679.0,0.014203535195063278,5.693225331369661,694,5.570172910662824,952,4.060609,26,148.680769,1,3865.7,,,6,644.283333,2897.86,482.9766666666667,0.7496339602141916,3865.7,,multiple,,,,Website purchases,6,644.283333,737,3.15053,,,,2025-07-17,2025-07-17
2025-07-18,,,,,54718,70.353083,35387,108.78514708791364,1.546274,2.514712,717.0,0.020261678017351004,5.369009762900976,737,5.223310719131614,1044,3.687337,60,64.159667,6,641.596667,2,1924.79,8,481.1975,5558.19,694.77375,1.4438432244556547,3849.58,,multiple,,,,Website purchases,8,481.1975,793,2.79766,,,,2025-07-18,2025-07-18
2025-07-19,,,,,43787,56.504214,25383,97.47271796083993,1.725052,2.605796,583.0,0.02296812827482961,4.243825042881647,586,4.222098976109216,1031,2.399758,102,24.256373,20,123.7075,9,274.905556,21,117.816667,9519.63,453.31571428571425,3.8476365620516133,2474.15,,multiple,,,,Website purchases,21,117.816667,641,2.168405,,,,2025-07-19,2025-07-19
2025-07-20,,,,,67122,49.244957,41441,79.76207137858643,1.6197,2.176634,760.0,0.018339325788470355,4.349236842105263,761,4.343521681997372,1202,2.749933,83,39.824337,15,220.361333,10,330.542,19,173.969474,10871.95,572.2078947368421,3.2891281592051844,3305.42,,multiple,,,,Website purchases,19,173.969474,818,2.262437,,,,2025-07-20,2025-07-20
2025-07-21,,,,,68280,47.835823,41373,78.94593092113215,1.650352,1.981547,728.0,0.01759601672588403,4.486579670329671,737,4.431791044776119,1117,2.924109,63,51.844921,11,296.93,5,653.246,17,192.131176,6761.91,397.7594117647059,2.070249186370831,3266.23,,multiple,,,,Website purchases,17,192.131176,793,2.414065,,,,2025-07-21,2025-07-21
2025-07-22,,,,,65192,49.027335,37907,84.31661698367056,1.719788,2.11529,724.0,0.01909937478565964,4.414627071823205,645,4.955333333333334,1118,2.858846,81,39.459136,22,145.281364,15,213.079333,16,199.761875,18448.82,1153.05125,5.772128690722391,3196.19,,multiple,,,,Website purchases,16,199.761875,776,2.317759,,,,2025-07-22,2025-07-22
2025-07-23,,,,,69879,44.615693,40059,77.82770413639881,1.744402,1.943359,686.0,0.017124741007014655,4.544752186588921,692,4.505346820809248,1096,2.844617,82,38.020732,7,445.385714,5,623.54,17,183.394118,7938.2,466.9529411764706,2.5461718574590244,3117.7,,multiple,,,,Website purchases,17,183.394118,753,2.295803,,,,2025-07-23,2025-07-23
2025-07-24,,,,,75458,44.876753,46608,72.65512358393408,1.618992,1.822206,726.0,0.015576725025746653,4.664338842975207,703,4.816941678520625,1145,2.957476,79,42.864684,17,199.194706,13,260.485385,23,147.23087,10329.78,449.12086956521745,3.050453148116977,3386.31,,multiple,,,,Website purchases,23,147.23087,783,2.462771,,,,2025-07-24,2025-07-24
2025-07-25,,,,,72800,47.857418,43829,79.49120445367222,1.661001,2.076923,776.0,0.01770517237445527,4.489716494845361,780,4.466692307692307,1429,2.438083,124,28.096935,24,145.1675,16,217.75125,25,139.3608,12714.39,508.57559999999995,3.6493447224757607,3484.02,,multiple,,,,Website purchases,25,139.3608,832,2.304246,,,,2025-07-25,2025-07-25
2025-07-26,,,,,69909,47.030282,43902,74.89043779326683,1.592388,1.886738,721.0,0.01642294200719785,4.560110957004161,731,4.4977291381668945,1259,2.611469,87,37.791264,17,193.402353,5,657.568,21,156.56381,14494.5,690.2142857142857,4.408517446104433,3287.84,,multiple,,,,Website purchases,21,156.56381,790,2.492676,,,,2025-07-26,2025-07-26
2025-07-27,,,,,78734,49.544669,48917,79.74426068646892,1.609543,1.867046,841.0,0.017192387104687533,4.638347205707491,860,4.535872093023256,1496,2.60752,108,36.118981,10,390.085,4,975.2125,20,195.0425,12241.55,612.0775,3.138175013138162,3900.85,,multiple,,,,Website purchases,20,195.0425,916,2.653639,,,,2025-07-27,2025-07-27
2025-07-28,,,,,76552,47.342721,48989,73.97946477780727,1.562637,1.55058,649.0,0.013247871971258854,5.584252696456086,669,5.417309417040358,1166,3.108216,59,61.42678,19,190.746316,12,302.015,19,190.746316,11898.09,626.2152631578947,3.2829743555783657,3624.18,,multiple,,,,Website purchases,19,190.746316,730,3.053227,,,,2025-07-28,2025-07-28
2025-07-29,,,,,63859,55.068354,39456,89.12738240064883,1.618486,1.612928,603.0,0.015282846715328468,5.831857379767828,620,5.671951612903226,1204,2.920772,94,37.410745,17,206.859412,9,390.734444,14,251.186429,5938.99,424.2135714285714,1.6888395358029464,3516.61,,multiple,,,,Website purchases,14,251.186429,654,3.414184,,,,2025-07-29,2025-07-29
2025-07-30,,,,,72151,50.275256,48152,75.33248878551254,1.498401,1.647933,671.0,0.013935039043030404,5.4059761549925485,658,5.5127811550151975,1227,2.956324,106,34.220849,20,181.3705,12,302.284167,27,134.348519,10436.57,386.53962962962964,2.877140990403621,3627.41,,multiple,,,,Website purchases,27,134.348519,713,3.050807,,,,2025-07-30,2025-07-30
2025-07-31,,,,,71892,52.415846,47502,79.32887036335312,1.513452,1.786012,760.0,0.01599932634415393,4.958263157894737,787,4.788157560355781,1346,2.799614,101,37.309703,16,235.5175,8,471.035,20,188.414,9914.38,495.71899999999994,2.6310093729765303,3768.28,,multiple,,,,Website purchases,20,188.414,826,2.934798,,,,2025-07-31,2025-07-31
2025-08-01,,,,,77474,52.166662,49561,81.5471842779605,1.563205,1.727031,801.0,0.016161901495127216,5.045642946317104,800,5.05195,1336,3.02512,102,39.623137,12,336.796667,11,367.414545,23,175.72,10086.11,438.5265217391305,2.495598234345154,4041.56,,multiple,,,,Website purchases,23,175.72,860,3.020598,,,,2025-08-01,2025-08-01
2025-08-02,,,,,74459,52.917713,50935,77.35741631491116,1.461844,1.872171,844.0,0.01657013841170119,4.668483412322274,843,4.674021352313167,1398,2.818455,90,43.78,13,303.092308,10,394.02,20,197.01,11584.87,579.2435,2.940173087660525,3940.2,,multiple,,,,Website purchases,20,197.01,900,2.826542,,,,2025-08-02,2025-08-02
2025-08-03,,,,,91004,49.732759,59181,76.47522008752809,1.537723,1.637291,963.0,0.01627211436102803,4.699771547248183,979,4.622962206332993,1477,3.064238,85,53.245647,14,323.277143,9,502.875556,21,215.518095,8908.42,424.2104761904762,1.9683288111925195,4525.88,,multiple,,,,Website purchases,21,215.518095,1012,3.037503,,,,2025-08-03,2025-08-03
2025-08-04,,,,,87969,45.069399,59755,66.34942682620701,1.472161,1.495982,819.0,0.013705966027947452,4.840915750915751,813,4.876642066420664,1267,3.129211,85,46.643647,15,264.314,7,566.387143,15,264.314,7042.0,469.46666666666664,1.77617026213771,3964.71,,multiple,,,,Website purchases,15,264.314,863,3.012698,,,,2025-08-04,2025-08-04
2025-08-05,,,,,68052,60.003821,43767,93.29814700573492,1.55487,1.706048,660.0,0.015079854685036672,6.186939393939394,702,5.816780626780627,1176,3.472262,79,51.688354,17,240.198824,10,408.338,19,214.914737,9522.64,501.1915789473684,2.33204845005853,4083.38,,multiple,,,,Website purchases,19,214.914737,759,3.517123,,,,2025-08-05,2025-08-05
2025-08-06,,,,,79074,55.78572,51472,85.70096363071184,1.536253,1.684498,791.0,0.015367578489275722,5.576738305941846,801,5.5071161048689135,1309,3.369901,92,47.947826,17,259.482353,17,259.482353,26,169.661538,13401.65,515.4480769230769,3.0380962096481685,4411.2,,multiple,,,,Website purchases,26,169.661538,871,3.311712,,,,2025-08-06,2025-08-06
2025-08-07,,,,,97849,43.377551,63536,66.80385922941325,1.540056,1.40727,807.0,0.012701460589272224,5.259541511771995,828,5.126147342995169,1219,3.481911,93,45.639247,16,265.278125,11,385.859091,28,151.5875,13091.09,467.5389285714286,3.0842841828741063,4244.45,,multiple,,,,Website purchases,28,151.5875,880,3.082389,,,,2025-08-07,2025-08-07
2025-08-08,,,,,84233,48.033669,54721,73.93907275086347,1.539318,1.385443,711.0,0.012993183604100803,5.6906047819971874,712,5.6826123595505615,1110,3.645063,72,56.194722,8,505.7525,4,1011.505,8,505.7525,3262.96,407.87,0.8064616586176044,4046.02,,multiple,,,,Website purchases,8,505.7525,752,3.467027,,,,2025-08-08,2025-08-08
2025-08-09,,,,,78335,51.512734,49516,81.4938605703207,1.582014,1.634008,778.0,0.015712093060828825,5.186696658097686,834,4.838429256594724,1290,3.128101,76,53.095395,13,310.403846,9,448.361111,18,224.180556,7475.98,415.3322222222222,1.8526683600768228,4035.25,,multiple,,,,Website purchases,18,224.180556,857,3.152539,,,,2025-08-09,2025-08-09
2025-08-10,,,,,85717,54.928777,55148,85.37626024515848,1.554308,1.572617,852.0,0.015449336331326611,5.526208920187793,914,5.151345733041575,1387,3.394614,81,58.127531,20,235.4165,11,428.03,20,235.4165,12227.05,611.3525,2.596897413732682,4708.33,,multiple,,,,Website purchases,20,235.4165,939,3.492826,,,,2025-08-10,2025-08-10
2025-08-11,,,,,90309,47.602565,58087,74.00864220910015,1.55472,1.494868,867.0,0.014925887031521683,4.95840830449827,878,4.89628701594533,1359,3.163311,105,40.942286,16,268.68375,9,477.66,20,214.947,8276.26,413.813,1.925186208693306,4298.94,,multiple,,,,Website purchases,20,214.947,935,3.1844,,,,2025-08-11,2025-08-11
2025-08-12,,,,,96415,46.381372,60999,73.31038213741209,1.5806,1.388788,813.0,0.013328087345694191,5.500442804428044,823,5.433608748481166,1348,3.317404,81,55.208148,18,248.436667,7,638.837143,18,248.436667,6578.75,365.4861111111111,1.4711439982468146,4471.86,,multiple,,,,Website purchases,18,248.436667,886,3.339701,,,,2025-08-12,2025-08-12
2025-08-13,,,,,97204,44.490865,60872,71.04563674595873,1.596859,1.328135,766.0,0.012583782362991194,5.645809399477806,779,5.551591784338895,1269,3.407951,69,62.676667,8,540.58625,5,864.938,14,308.906429,9757.3,696.9499999999999,2.2561848363697745,4324.69,,multiple,,,,Website purchases,14,308.906429,842,3.349876,,,,2025-08-13,2025-08-13
2025-08-14,,,,,94365,46.752292,59996,73.53456897126475,1.572855,1.44863,840.0,0.014000933395559703,5.252119047619047,819,5.386788766788767,1318,3.347329,87,50.710115,15,294.118667,7,630.254286,18,245.098889,8841.32,491.1844444444444,2.004025586044635,4411.78,,multiple,,,,Website purchases,18,245.098889,900,3.227345,,,,2025-08-14,2025-08-14
2025-08-15,,,,,89541,48.634257,57028,76.36178719225643,1.570123,1.505456,850.0,0.014904958967524725,5.123247058823529,852,5.111220657276996,1387,3.139697,94,46.327234,22,197.943636,13,334.981538,22,197.943636,13317.25,605.3295454545455,3.0580904573386363,4354.76,,multiple,,,,Website purchases,22,197.943636,911,3.230534,,,,2025-08-15,2025-08-15
2025-08-16,,,,,81631,51.013708,52229,79.73156675410213,1.562944,1.490855,759.0,0.014532156464799249,5.486561264822135,779,5.345699614890886,1352,3.080104,102,40.826471,23,181.056522,13,320.330769,29,143.596552,15808.99,545.1375862068966,3.7963139062987774,4164.3,,multiple,,,,Website purchases,29,143.596552,839,3.421775,,,,2025-08-16,2025-08-16
2025-08-17,,,,,100319,50.531704,65067,77.90877095916517,1.54178,1.534106,983.0,0.015107504572210183,5.156958290946084,1000,5.06929,2170,2.336078,219,23.147443,36,140.813611,22,230.422273,48,105.610208,35293.7,735.2854166666666,6.962257041913166,5069.29,,multiple,,,,Website purchases,48,105.610208,1051,3.293886,,,,2025-08-17,2025-08-17
2025-08-18,,,,,84618,40.179276,52569,64.67480834712474,1.609656,1.4595,699.0,0.0132968099069794,4.863934191702432,731,4.651012311901504,1649,2.061789,146,23.286918,24,141.662083,10,339.989,34,99.996765,26652.59,783.8997058823529,7.8392506816397,3399.89,,multiple,,,,Website purchases,34,99.996765,808,2.752947,,,,2025-08-18,2025-08-18
2025-08-19,,,,,42532,32.612151,27292,50.82295178074161,1.558405,1.551773,409.0,0.014986076505935805,3.3913447432762833,391,3.547468030690537,837,1.65718,53,26.170943,15,92.470667,13,106.696923,15,92.470667,13558.38,903.8919999999999,9.774905195160988,1387.06,,multiple,,,,Website purchases,15,92.470667,437,2.101606,,,,2025-08-19,2025-08-19
2025-08-20,,,,,65829,31.354418,39966,51.64464795075815,1.647125,1.529721,584.0,0.014612420557473853,3.5342979452054797,526,3.924011406844107,1074,1.921816,96,21.500313,23,89.740435,14,147.430714,28,73.715357,24296.82,867.7435714285714,11.771544018255547,2064.03,,multiple,,,,Website purchases,28,73.715357,626,2.049682,,,,2025-08-20,2025-08-20
2025-08-21,,,,,83268,32.46133,49802,54.27472792257339,1.671981,1.546813,693.0,0.013915103811091924,3.90041847041847,609,4.438407224958949,1232,2.193985,80,33.787375,16,168.936875,8,337.87375,24,112.624583,20674.65,861.44375,7.648807431770004,2702.99,,multiple,,,,Website purchases,24,112.624583,776,2.098595,,,,2025-08-21,2025-08-21
2025-08-22,,,,,80024,34.557508,46723,59.18776619651992,1.712732,1.590773,699.0,0.014960511953427649,3.9562660944206005,638,4.334529780564263,1131,2.445119,83,33.318434,16,172.839375,7,395.061429,14,197.530714,9400.22,671.4442857142857,3.399189276170433,2765.43,,multiple,,,,Website purchases,14,197.530714,746,2.172372,,,,2025-08-22,2025-08-22
2025-08-23,,,,,71895,35.105223,44607,56.58058152307934,1.611743,1.555046,619.0,0.013876745802228349,4.077366720516963,615,4.103886178861789,1033,2.443262,94,26.849894,18,140.216111,6,420.648333,15,168.259333,9872.1,658.14,3.911462068473666,2523.89,,multiple,,,,Website purchases,15,168.259333,690,2.257504,,,,2025-08-23,2025-08-23
2025-08-24,,,,,81387,36.344256,49986,59.17556915936462,1.628196,1.690688,809.0,0.016184531668867283,3.6563040791100123,764,3.8716623036649214,1211,2.442568,93,31.805914,12,246.495833,8,369.74375,24,123.247917,14380.2,599.1750000000001,4.861542622424315,2957.95,,multiple,,,,Website purchases,24,123.247917,860,2.149673,,,,2025-08-24,2025-08-24
2025-08-25,,,,,77545,35.145786,47951,56.83677087026339,1.617172,1.657102,710.0,0.01480678192321328,3.8385633802816903,720,3.78525,1256,2.169889,74,36.829459,13,209.644615,5,545.076,11,247.761818,7770.77,706.4336363636364,2.851261108542662,2725.38,,multiple,,,,Website purchases,11,247.761818,807,2.120918,,,,2025-08-25,2025-08-25
2025-08-26,,,,,77842,35.457851,48826,56.52951296440421,1.594274,1.767683,692.0,0.014172776799246303,3.988598265895954,606,4.55463696369637,1177,2.345038,79,34.938101,18,153.339444,11,250.919091,19,145.268947,10155.39,534.4942105263158,3.679342489973225,2760.11,,multiple,,,,Website purchases,19,145.268947,752,2.005894,,,,2025-08-26,2025-08-26
2025-08-27,,,,,116544,34.422879,78482,51.11719884814352,1.484977,2.62476,1328.0,0.016921077444509568,3.0209186746987955,1096,3.660383211678832,2159,1.858166,218,18.402661,45,89.150667,22,182.353636,44,91.176818,27495.32,624.8936363636363,6.853646012493207,4011.78,,multiple,,,,Website purchases,44,91.176818,1434,1.311468,,,,2025-08-27,2025-08-27
2025-08-28,,,,,327507,36.947058,171887,70.39752860891167,1.905362,1.941638,2967.0,0.017261340299150024,4.078335018537243,2732,4.429143484626647,3107,3.894567,523,23.136558,129,93.801705,39,310.267179,76,159.216053,54885.8,722.1815789473685,4.5358590858829695,12100.42,,multiple,,,,Website purchases,76,159.216053,3168,1.902881,,,,2025-08-28,2025-08-28
2025-08-29,,,,,235884,37.914738,133463,67.01093186875764,1.767411,1.552458,1925.0,0.0144234731723399,4.6459636363636365,1874,4.772401280683031,3259,2.744241,591,15.132792,105,85.176,42,212.94,89,100.488539,62899.09,706.7313483146067,7.032954733504184,8943.48,,multiple,,,,Website purchases,89,100.488539,2133,2.442239,,,,2025-08-29,2025-08-29
2025-08-30,,,,,231873,40.581353,120770,77.91438271093814,1.919955,1.619421,2022.0,0.016742568518671855,4.653669634025717,1970,4.776507614213197,3230,2.913226,543,17.329134,105,89.616381,44,213.857273,94,100.103404,55197.84,587.2110638297872,5.866044898254145,9409.72,,multiple,,,,Website purchases,94,100.103404,2222,2.505917,,,,2025-08-30,2025-08-30
2025-08-31,,,,,280784,37.799483,144934,73.22981495025321,1.937323,1.31952,2149.0,0.014827438696234149,4.938804094927874,2080,5.102639423076923,3561,2.98048,492,21.572134,92,115.364022,42,252.702143,93,114.123548,61269.16,658.8081720430108,5.772762776428866,10613.49,,multiple,,,,Website purchases,93,114.123548,2397,2.86464,,,,2025-08-31,2025-08-31
2025-09-01,,,,,371880,32.839249,181691,67.21444650533049,2.046772,0.962407,2167.0,0.011926842826557177,5.6355606829718505,2219,5.503497070752592,4344,2.811294,641,19.051888,167,73.127305,91,134.200659,185,66.012216,126921.86,686.0641081081081,10.392987047442489,12212.26,,multiple,,,,Website purchases,185,66.012216,2518,3.412199,,,,2025-09-01,2025-09-01
2025-09-02,,,,,459439,31.141849,204607,69.9281060765272,2.245471,1.005357,2450.0,0.011974174881602292,5.839910204081633,2420,5.9123057851239675,4050,3.532785,441,32.443946,107,133.71757,52,275.149615,108,132.479444,64863.31,600.5862037037036,4.533429365002816,14307.78,,multiple,,,,Website purchases,108,132.479444,2763,3.097593,,,,2025-09-02,2025-09-02
2025-09-03,,,,,358019,36.322625,178337,72.91919231567202,2.007542,1.311104,2819.0,0.015807151628658103,4.61305072720823,2514,5.172708830548927,4016,3.238095,365,35.627918,80,162.552375,41,317.175366,81,160.545556,54048.61,667.2667901234568,4.156245794624655,13004.19,,multiple,,,,Website purchases,81,160.545556,2983,2.770386,,,,2025-09-03,2025-09-03
2025-09-04,,,,,219169,31.807144,116129,60.029277785910494,1.887289,1.157098,1567.0,0.013493614859337462,4.4487172941927255,1415,4.926600706713781,2974,2.344028,149,46.786175,29,240.384138,10,697.114,22,316.87,11669.94,530.4518181818182,1.6740360973958348,6971.14,,multiple,,,,Website purchases,22,316.87,1779,2.748872,,,,2025-09-04,2025-09-04
2025-09-05,,,,,81505,37.697442,47619,64.52319452319452,1.711607,1.426906,704.0,0.014784014784014783,4.364389204545454,651,4.719708141321044,1355,2.26755,99,31.035657,14,219.466429,9,341.392222,27,113.797407,14292.45,529.35,4.651687697109548,3072.53,,multiple,,,,Website purchases,27,113.797407,802,2.6419,,,,2025-09-05,2025-09-05
2025-09-06,,,,,38944,26.940479,22070,47.53828726778432,1.764567,1.391742,316.0,0.014318078840054373,3.3201582278481014,286,3.6684265734265735,803,1.306563,71,14.777042,10,104.917,4,262.2925,10,104.917,18479.17,1847.917,17.613132285520933,1049.17,,multiple,,,,Website purchases,10,104.917,367,1.935738,,,,2025-09-06,2025-09-06
2025-09-07,,,,,46295,27.785938,25454,50.536261491317674,1.818771,1.371638,346.0,0.013593148424609099,3.717774566473988,332,3.874548192771084,765,1.681503,49,26.252041,12,107.195833,5,257.27,13,98.95,6415.07,493.4669230769231,4.987033078089167,1286.35,,multiple,,,,Website purchases,13,98.95,422,2.025748,,,,2025-09-07,2025-09-07
2025-09-08,,,,,47162,26.4482,27064,46.08890038427431,1.74261,1.357025,357.0,0.013190954773869347,3.493977591036414,329,3.791337386018237,693,1.799928,81,15.399383,17,73.373529,8,155.91875,12,103.945833,9641.49,803.4575,7.729578706858541,1247.35,,multiple,,,,Website purchases,12,103.945833,417,1.948984,,,,2025-09-08,2025-09-08
