Day,"Delivery status","Delivery level","Ad Set Name","Ad name",Impressions,"CPM (cost per 1,000 impressions)",Reach,"Cost per 1,000 Accounts Center accounts reached",Frequency,"CTR (all)","Unique outbound clicks","Unique outbound CTR (click-through rate)","Cost per unique outbound click","Landing page views","Cost per landing page view","Content views","Cost per content view","Adds to cart","Cost per add to cart","Checkouts Initiated","Cost per checkout initiated","Adds of payment info","Cost per add of payment info",Purchases,"Cost per purchase","Purchases conversion value","Average purchases conversion value","Purchase ROAS (return on ad spend)","Amount spent (USD)","Link (ad settings)","Attribution setting","Campaign ID","Ad set ID","Ad ID","Result type",Results,"Cost per result","Link clicks","CPC (cost per link click)","Campaign Delivery","Ad Set Delivery","Ad Delivery","Reporting starts","Reporting ends"
2024-08-25,,,,,681589,16.77824906,405962,28.16980407,1.67894778,1.35433524,5624,1.38535134,2.03340505,5601,2.04175504,6683,1.71118809,530,21.57711321,362,31.5908011,26,439.84115385,61,187.47327869,35675.04,584.83672131,3.11957376,11435.87,,"Multiple attribution settings",,,,,,,6071,1.88368803,,,,2024-08-25,2024-08-25
2024-08-24,,,,,533014,19.79148765,334651,31.52281033,1.59274588,1.83053353,5037,1.50515014,2.09432996,5083,2.07537675,6258,1.6857047,499,21.14056112,349,30.22676218,28,376.755,66,159.83545455,35715.49,541.14378788,3.38563049,10549.14,,"Multiple attribution settings",,,,,,,5693,1.85300193,,,,2024-08-24,2024-08-24
2024-08-23,,,,,458639,16.03936865,275567,26.69506871,1.6643466,1.58708701,3770,1.36808834,1.9512679,3861,1.90527843,5167,1.42370428,450,16.34728889,370,19.88183784,24,306.51166667,71,103.60957746,36209.01,509.98605634,4.92219029,7356.28,,"Multiple attribution settings",,,,,,,4319,1.70323686,,,,2024-08-23,2024-08-23
2024-08-22,,,,,321252,15.83579246,222866,22.82663125,1.4414581,2.19111476,2954,1.32546014,1.72216655,3331,1.52725308,3823,1.33070364,92,55.29652174,70,72.67542857,13,391.32923077,25,203.4912,14980.54,599.2216,2.94470523,5087.28,,"Multiple attribution settings",,,,,,,3663,1.38882883,,,,2024-08-22,2024-08-22
2024-08-21,,,,,280391,18.59000467,204793,25.45238363,1.36914348,2.8998791,3418,1.66900236,1.52500585,4147,1.25692549,4647,1.12168496,66,78.97681818,56,93.07982143,9,579.16333333,17,306.61588235,9313.94,547.87882353,1.78685729,5212.47,,"Multiple attribution settings",,,,,,,4403,1.18384511,,,,2024-08-21,2024-08-21
2024-08-20,,,,,207380,29.13361944,147656,40.91760579,1.40448068,1.86517504,1965,1.3307959,3.07467176,2238,2.69961126,2927,2.06413734,74,81.645,51,118.46529412,12,503.4775,16,377.608125,8267.27,516.704375,1.36836138,6041.73,,"Multiple attribution settings",,,,,,,2420,2.49658264,,,,2024-08-20,2024-08-20
2024-08-19,,,,,124633,33.66788892,68146,61.57558771,1.82891145,1.70982003,613,0.89953922,6.84523654,604,6.9472351,1142,3.67436953,74,56.70445946,61,68.78901639,6,699.355,14,299.72357143,7095.63,506.83071429,1.69099384,4196.13,,"Multiple attribution settings",,,,,,,717,5.8523431,,,,2024-08-19,2024-08-19
2024-08-18,,,,,103952,40.81460674,60758,69.830475,1.71091873,2.3741727,517,0.85091675,8.20649903,470,9.02714894,807,5.25744734,49,86.58693878,16,265.1725,3,1414.25333333,15,282.85066667,14395.13,959.67533333,3.39286926,4242.76,,"Multiple attribution settings",,,,,,,631,6.72386688,,,,2024-08-18,2024-08-18
2024-08-17,,,,,113912,34.33325725,69170,56.54141969,1.64684112,3.25602219,645,0.93248518,6.06351938,559,6.99636852,928,4.21440733,37,105.70189189,6,651.82833333,2,1955.485,12,325.91416667,6774.84,564.57,1.73226591,3910.97,,"Multiple attribution settings",,,,,,,805,4.85834783,,,,2024-08-17,2024-08-17
2024-08-16,,,,,125138,32.21067941,76461,52.71680988,1.63662521,2.87602487,564,0.73763095,7.14677305,498,8.09393574,861,4.68150987,39,103.35333333,18,223.93222222,5,806.156,8,503.8475,6013.59,751.69875,1.4919172,4030.78,,"Multiple attribution settings",,,,,,,707,5.7012447,,,,2024-08-16,2024-08-16
2024-08-15,,,,,129920,31.12692426,76713,52.71609766,1.69358518,2.17364532,595,0.77561821,6.79665546,516,7.83722868,868,4.6589977,32,126.3753125,16,252.750625,4,1011.0025,14,288.85785714,8924.67,637.47642857,2.20688623,4044.01,,"Multiple attribution settings",,,,,,,715,5.65595804,,,,2024-08-15,2024-08-15
2024-08-14,,,,,141662,28.76148861,89486,45.53125629,1.58306327,2.60549759,674,0.75319044,6.04511869,618,6.59289644,918,4.43835512,32,127.3253125,11,370.40090909,7,582.05857143,17,239.67117647,7611.72,447.74823529,1.86817723,4074.41,,"Multiple attribution settings",,,,,,,863,4.72121669,,,,2024-08-14,2024-08-14
2024-08-13,,,,,140457,29.52234492,90604,45.76641208,1.55022957,2.51322469,605,0.66774094,6.85391736,563,7.36522202,941,4.40660999,28,148.09357143,13,318.97076923,8,518.3275,17,243.91882353,9349.43,549.96647059,2.25471107,4146.62,,"Multiple attribution settings",,,,,,,802,5.17034913,,,,2024-08-13,2024-08-13
2024-08-12,,,,,169833,25.27600643,115914,37.03349035,1.46516383,2.66026037,838,0.72294977,5.1225537,637,6.7389325,1032,4.15959302,42,102.20714286,23,186.63913043,8,536.5875,13,330.20769231,11918.81,916.83153846,2.77652992,4292.7,,"Multiple attribution settings",,,,,,,1115,3.84995516,,,,2024-08-12,2024-08-12
2024-08-11,,,,,167391,26.25971528,120763,36.39889701,1.38611164,3.55634413,959,0.7941174,4.58356621,770,5.70862338,1075,4.08896744,31,141.79483871,12,366.30333333,1,4395.64,18,244.20222222,9331.86,518.43666667,2.12298095,4395.64,,"Multiple attribution settings",,,,,,,1352,3.25121302,,,,2024-08-11,2024-08-11
2024-08-10,,,,,129055,27.99132153,86503,41.76063258,1.49191358,2.25252799,951,1.09938384,3.7985489,518,6.97378378,783,4.61356322,34,106.24764706,12,301.035,5,722.484,12,301.035,6611.67,550.9725,1.8302606,3612.42,,"Multiple attribution settings",,,,,,,1107,3.26325203,,,,2024-08-10,2024-08-10
2024-08-09,,,,,150808,27.79394992,107561,38.96905012,1.40206952,2.30558061,1068,0.99292494,3.92467228,501,8.36636727,769,5.4506502,31,135.21129032,10,419.155,2,2095.775,8,523.94375,3404.2,425.525,0.81215779,4191.55,,"Multiple attribution settings",,,,,,,1173,3.57335891,,,,2024-08-09,2024-08-09
2024-08-08,,,,,130659,31.94835411,81386,51.29063967,1.60542354,1.50621082,837,1.02843241,4.98726404,453,9.21487859,822,5.07827251,76,54.92552632,26,160.55153846,9,463.81555556,15,278.28933333,10476.2,698.41333333,2.5096662,4174.34,,"Multiple attribution settings",,,,,,,983,4.24653103,,,,2024-08-08,2024-08-08
2024-08-07,,,,,141096,29.94734082,84116,50.23360597,1.67739788,1.51811533,988,1.17456845,4.27677126,506,8.3506917,908,4.6535793,93,45.43494624,23,183.71521739,12,352.12083333,14,301.81785714,12208.65,872.04642857,2.88931356,4225.45,,"Multiple attribution settings",,,,,,,1105,3.82393665,,,,2024-08-07,2024-08-07
2024-08-06,,,,,156246,27.4805115,92222,46.55852183,1.69423782,1.62692165,1044,1.13205092,4.11275862,549,7.82098361,983,4.36797558,60,71.562,24,178.905,4,1073.43,10,429.372,6434.36,643.436,1.49855137,4293.72,,"Multiple attribution settings",,,,,,,1200,3.5781,,,,2024-08-06,2024-08-06
2024-08-05,,,,,170546,25.54683194,103415,42.1303486,1.64914181,1.63005875,1010,0.97664749,4.31377228,554,7.86445848,911,4.78255763,47,92.70021277,14,311.20785714,6,726.15166667,18,242.05055556,11021.33,612.29611111,2.52962076,4356.91,,"Multiple attribution settings",,,,,,,1166,3.7366295,,,,2024-08-05,2024-08-05
2024-08-04,,,,,154244,28.57407744,95484,46.15830925,1.61539106,1.81271233,1043,1.0923296,4.22567593,552,7.98438406,914,4.82207877,46,95.8126087,12,367.28166667,3,1469.12666667,10,440.738,4282,428.2,0.97155226,4407.38,,"Multiple attribution settings",,,,,,,1142,3.85935201,,,,2024-08-04,2024-08-04
2024-08-03,,,,,140053,28.6095978,83344,48.07616625,1.68042091,1.56869185,798,0.95747744,5.02112782,545,7.3520367,864,4.63756944,38,105.44368421,7,572.40857143,4,1001.715,14,286.20428571,10746.69,767.62071429,2.68207275,4006.86,,"Multiple attribution settings",,,,,,,899,4.45701891,,,,2024-08-03,2024-08-03
2024-08-02,,,,,150350,26.79813768,94020,42.85364816,1.59912785,1.60226139,879,0.93490747,4.58373151,605,6.65966942,1233,3.26772101,36,111.91944444,14,287.79285714,4,1007.275,19,212.05789474,11546.6,607.71578947,2.8658013,4029.1,,"Multiple attribution settings",,,,,,,959,4.20135558,,,,2024-08-02,2024-08-02
2024-08-01,,,,,172685,24.17494281,99063,42.14136459,1.74318363,1.38402293,826,0.83381283,5.05405569,564,7.4018617,1103,3.78481414,45,92.77,22,189.75681818,10,417.465,11,379.51363636,8670.58,788.23454545,2.07695975,4174.65,,"Multiple attribution settings",,,,,,,907,4.60270121,,,,2024-08-01,2024-08-01
2024-07-31,,,,,145151,28.67889301,79323,52.47872622,1.8298728,1.57766739,814,1.02618408,5.11396806,590,7.05554237,1061,3.92344015,31,134.28290323,13,320.21307692,5,832.554,10,416.277,6741.53,674.153,1.61948174,4162.77,,"Multiple attribution settings",,,,,,,915,4.54947541,,,,2024-07-31,2024-07-31
2024-07-30,,,,,165897,34.65065673,91744,62.65739449,1.80825994,1.4382418,785,0.85564179,7.3228535,657,8.74952816,1227,4.68495518,61,94.23672131,26,221.09384615,10,574.844,17,338.14352941,13815.64,812.68470588,2.40337205,5748.44,,"Multiple attribution settings",,,,,,,910,6.31696703,,,,2024-07-30,2024-07-30
2024-07-29,,,,,260580,25.25424054,125706,52.35032536,2.07293208,1.0269399,778,0.61890443,8.45854756,543,12.11924494,937,7.02321238,61,107.88114754,21,313.36904762,7,940.10714286,15,438.71666667,10310.98,687.39866667,1.56683965,6580.75,,"Multiple attribution settings",,,,,,,1020,6.45171569,,,,2024-07-29,2024-07-29
2024-07-28,,,,,255906,25.91557056,137252,48.31951447,1.86449742,1.14260705,943,0.68705738,7.03282078,760,8.72625,1180,5.62029661,44,150.72613636,10,663.195,4,1657.9875,12,552.6625,9332,777.66666667,1.40712762,6631.95,,"Multiple attribution settings",,,,,,,1104,6.00720109,,,,2024-07-28,2024-07-28
2024-07-27,,,,,213111,29.14424877,116145,53.47591373,1.83487021,1.35140842,893,0.7688665,6.95516237,699,8.88549356,1167,5.32215938,68,91.33764706,13,477.76615385,7,887.28,15,414.064,10665.4,711.02666667,1.71719026,6210.96,,"Multiple attribution settings",,,,,,,1054,5.89275142,,,,2024-07-27,2024-07-27
2024-07-26,,,,,214936,28.52411881,107881,56.82984029,1.99234342,1.2138497,779,0.72209193,7.87016688,593,10.33871838,1169,5.24453379,55,111.47018182,15,408.724,5,1226.172,14,437.91857143,6413.53,458.10928571,1.04610609,6130.86,,"Multiple attribution settings",,,,,,,896,6.84247768,,,,2024-07-26,2024-07-26
2024-07-25,,,,,225982,27.99559257,117852,53.68173642,1.9175067,1.05362374,846,0.71784951,7.47813239,639,9.90062598,1159,5.45858499,64,98.8515625,17,372.14705882,7,903.78571429,14,451.89285714,5867.55,419.11071429,0.92745594,6326.5,,"Multiple attribution settings",,,,,,,989,6.39686552,,,,2024-07-25,2024-07-25
2024-07-24,,,,,254471,24.73224847,138441,45.46081002,1.83811877,1.42216598,1039,0.75050021,6.05740135,736,8.5511413,1284,4.90158879,64,98.338125,13,484.12615385,5,1258.728,16,393.3525,10494.77,655.923125,1.66751991,6293.64,,"Multiple attribution settings",,,,,,,1176,5.35173469,,,,2024-07-24,2024-07-24
2024-07-23,,,,,255643,24.95569994,135235,47.17528746,1.89036122,1.67460091,1044,0.7719895,6.11087165,726,8.78753444,1245,5.12429719,75,85.06333333,21,303.79761905,8,797.46875,26,245.375,14947.4,574.9,2.34294447,6379.75,,"Multiple attribution settings",,,,,,,1147,5.56211857,,,,2024-07-23,2024-07-23
2024-07-22,,,,,254339,25.84558404,121613,54.05293842,2.09138003,0.95699047,817,0.67180318,8.04594859,675,9.73857778,1248,5.26725962,79,83.20936709,21,313.02571429,10,657.354,23,285.80608696,14087.01,612.47869565,2.14298688,6573.54,,"Multiple attribution settings",,,,,,,1012,6.49559289,,,,2024-07-22,2024-07-22
2024-07-21,,,,,210330,31.99952456,101555,66.2740387,2.07109448,0.83012409,776,0.76411797,8.6732732,631,10.66633914,1073,6.27256291,49,137.35632653,17,395.90941176,6,1121.74333333,14,480.74714286,10184.48,727.46285714,1.51319226,6730.46,,"Multiple attribution settings",,,,,,,937,7.18298826,,,,2024-07-21,2024-07-21
2024-07-20,,,,,200578,31.91202425,101046,63.34590187,1.98501673,0.84705202,766,0.75807058,8.35620104,684,9.35796784,1051,6.09024738,37,172.99594595,7,914.40714286,,,7,914.40714286,3688.95,526.99285714,0.57632189,6400.85,,"Multiple attribution settings",,,,,,,940,6.80941489,,,,2024-07-20,2024-07-20
2024-07-19,,,,,210614,30.7061259,101902,63.46430885,2.06682891,0.7188506,710,0.69674786,9.10864789,593,10.90580101,959,6.74362878,55,117.58436364,16,404.19625,5,1293.428,16,404.19625,11049.42,690.58875,1.70854814,6467.14,,"Multiple attribution settings",,,,,,,837,7.72657109,,,,2024-07-19,2024-07-19
2024-07-18,,,,,224622,29.12301556,107470,60.86973109,2.09009026,0.70162317,737,0.68577277,8.8760787,627,10.43328549,1063,6.1539699,63,103.83603175,16,408.854375,6,1090.27833333,20,327.0835,14737.7,736.885,2.25289567,6541.67,,"Multiple attribution settings",,,,,,,920,7.11051087,,,,2024-07-18,2024-07-18
2024-07-17,,,,,211565,32.31007019,101045,67.64985897,2.0937701,0.81062558,726,0.71849176,9.41553719,671,10.18730253,1167,5.85748072,63,108.50285714,41,166.72390244,8,854.46,13,525.82153846,9295.7,715.05384615,1.35987934,6835.68,,"Multiple attribution settings",,,,,,,920,7.43008696,,,,2024-07-17,2024-07-17
2024-07-16,,,,,215366,30.71450461,102681,64.42146064,2.09742796,0.71738343,737,0.71775694,8.9753867,758,8.72672823,1601,4.13170518,117,56.53726496,95,69.63010526,6,1102.47666667,15,440.99066667,13552.24,903.48266667,2.04875689,6614.86,,"Multiple attribution settings",,,,,,,929,7.12040904,,,,2024-07-16,2024-07-16
2024-07-15,,,,,263123,27.64661394,129326,56.24901412,2.03457155,0.69131167,763,0.58998191,9.53402359,807,9.01420074,1579,4.60700443,112,64.95053571,103,70.62582524,11,661.31454545,19,382.86631579,17043.07,897.00368421,2.34286394,7274.46,,"Multiple attribution settings",,,,,,,1016,7.15990157,,,,2024-07-15,2024-07-15
2024-07-14,,,,,244313,33.07683177,119561,67.58976589,2.04341717,0.79692853,878,0.73435318,9.20398633,960,8.4178125,1680,4.81017857,101,80.01089109,59,136.96779661,7,1154.44285714,19,425.32105263,11001.14,579.00736842,1.3613419,8081.1,,"Multiple attribution settings",,,,,,,1134,7.12619048,,,,2024-07-14,2024-07-14
2024-07-13,,,,,228136,32.99032156,111293,67.62581654,2.04986837,0.74253954,785,0.70534535,9.58761783,826,9.11171913,1423,5.28902319,83,90.67807229,53,142.00528302,7,1075.18285714,18,418.12666667,10440.46,580.02555556,1.38720058,7526.28,,"Multiple attribution settings",,,,,,,1041,7.22985591,,,,2024-07-13,2024-07-13
2024-07-12,,,,,235871,30.91668751,120845,60.34465638,1.95184741,0.78729475,794,0.65704001,9.1843199,887,8.22136415,1635,4.46015291,100,72.9235,76,95.95197368,9,810.26111111,21,347.2547619,15737.74,749.41619048,2.15811638,7292.35,,"Multiple attribution settings",,,,,,,1088,6.70252757,,,,2024-07-12,2024-07-12
2024-07-11,,,,,308115,27.90649595,147967,58.1103219,2.08232241,0.90226052,974,0.65825488,8.82793634,1228,7.00196254,2305,3.73032972,119,72.25554622,66,130.27893939,7,1228.34428571,17,505.78882353,9856.21,579.77705882,1.14628286,8598.41,,"Multiple attribution settings",,,,,,,1495,5.75144482,,,,2024-07-11,2024-07-11
2024-07-10,,,,,313346,28.25301743,158058,56.01089473,1.98247479,0.90251671,1046,0.66178238,8.46364245,1266,6.9928673,2286,3.87269029,105,84.314,85,104.15258824,15,590.198,27,327.88777778,15015.63,556.13444444,1.69611215,8852.97,,"Multiple attribution settings",,,,,,,1565,5.65684984,,,,2024-07-10,2024-07-10
2024-07-09,,,,,274165,28.74984042,135465,58.18624737,2.02388071,0.81884996,920,0.67914221,8.5676087,1129,6.98157662,1960,4.02153061,97,81.25979381,80,98.5275,12,656.85,16,492.6375,8365.27,522.829375,1.06128619,7882.2,,"Multiple attribution settings",,,,,,,1280,6.15796875,,,,2024-07-09,2024-07-09
2024-07-08,,,,,246807,29.75936663,116349,63.12748713,2.12126447,0.69487494,753,0.64719078,9.75407703,930,7.89765591,1893,3.87998943,176,41.73193182,127,57.83322835,18,408.04555556,31,236.92967742,28110.55,906.79193548,3.82726193,7344.82,,"Multiple attribution settings",,,,,,,1023,7.17968719,,,,2024-07-08,2024-07-08
2024-07-07,,,,,249257,32.30192131,112193,71.76454859,2.2216805,0.74702014,723,0.64442523,11.13621024,945,8.52008466,1662,4.84445247,121,66.54115702,74,108.80378378,7,1150.21142857,28,287.55285714,21293.29,760.47464286,2.64464297,8051.48,,"Multiple attribution settings",,,,,,,1096,7.34624088,,,,2024-07-07,2024-07-07
2024-07-06,,,,,255636,30.04944531,122212,62.85569339,2.09174222,0.73581186,706,0.57768468,10.88062323,981,7.83049949,1699,4.52131842,122,62.96491803,70,109.73885714,4,1920.43,18,426.76222222,16603.48,922.41555556,2.16142739,7681.72,,"Multiple attribution settings",,,,,,,1130,6.7979823,,,,2024-07-06,2024-07-06
2024-07-05,,,,,271870,27.9460036,134623,56.43671587,2.01949147,0.80516423,731,0.54299785,10.39354309,1102,6.89444646,1857,4.09137318,122,62.27606557,66,115.11636364,6,1266.28,21,361.79428571,16552.66,788.22190476,2.17864664,7597.68,,"Multiple attribution settings",,,,,,,1326,5.72977376,,,,2024-07-05,2024-07-05
2024-07-04,,,,,241073,29.19319044,123001,57.21652669,1.95992716,0.94328274,740,0.60162113,9.51039189,1003,7.01664008,1651,4.26268322,74,95.10391892,84,83.78202381,9,781.96555556,23,305.98652174,17859.19,776.48652174,2.53764943,7037.69,,"Multiple attribution settings",,,,,,,1257,5.59879873,,,,2024-07-04,2024-07-04
2024-07-03,,,,,244344,28.04955309,120440,56.90584523,2.02876121,0.79559965,731,0.60694122,9.37584131,944,7.2603178,1548,4.42748062,79,86.75620253,57,120.24105263,9,761.52666667,17,403.16117647,13019.23,765.83705882,1.89958038,6853.74,,"Multiple attribution settings",,,,,,,1114,6.15236984,,,,2024-07-03,2024-07-03
2024-07-02,,,,,236132,32.4867447,117144,65.48487332,2.01574131,0.77371978,811,0.69231032,9.45889026,977,7.85175026,1625,4.72071385,119,64.46352941,77,99.62545455,10,767.116,16,479.4475,9085.91,567.869375,1.18442452,7671.16,,"Multiple attribution settings",,,,,,,1208,6.35029801,,,,2024-07-02,2024-07-02
2024-07-01,,,,,232613,30.55972796,114082,62.31123227,2.03899826,0.8219661,776,0.68021248,9.16055412,910,7.81163736,1542,4.60998054,95,74.82726316,62,114.65467742,8,888.57375,20,355.4295,13437.31,671.8655,1.89029189,7108.59,,"Multiple attribution settings",,,,,,,1071,6.63733894,,,,2024-07-01,2024-07-01
2024-06-30,,,,,183702,33.04057659,89811,67.58214473,2.04542873,0.7817008,807,0.89855363,7.52121437,804,7.54927861,1459,4.16012337,91,66.69912088,66,91.96393939,3,2023.20666667,12,505.80166667,9370.72,780.89333333,1.5438726,6069.62,,"Multiple attribution settings",,,,,,,951,6.38235542,,,,2024-06-30,2024-06-30
2024-06-29,,,,,183915,30.63774026,95876,58.77112103,1.918259,0.68999266,724,0.75514206,7.78279006,730,7.71882192,1424,3.95698034,109,51.69486239,51,110.48509804,7,804.96285714,7,804.96285714,5406.28,772.32571429,0.95945509,5634.74,,"Multiple attribution settings",,,,,,,873,6.4544559,,,,2024-06-29,2024-06-29
2024-06-28,,,,,191927,30.69573327,96244,61.21254312,1.99417107,0.67160952,693,0.72004489,8.50121212,727,8.10363136,1326,4.44294118,108,54.54944444,83,70.98,9,654.59333333,20,294.567,11133.57,556.6785,1.88981963,5891.34,,"Multiple attribution settings",,,,,,,894,6.58986577,,,,2024-06-28,2024-06-28
2024-06-27,,,,,148267,35.44524405,75913,69.22872235,1.95311738,0.66636541,596,0.78510927,8.81771812,596,8.81771812,1185,4.43490295,69,76.16463768,54,97.32148148,8,656.92,15,350.35733333,8270.04,551.336,1.5736391,5255.36,,"Multiple attribution settings",,,,,,,698,7.52916905,,,,2024-06-27,2024-06-27
2024-06-26,,,,,122964,30.14305,65714,56.40365828,1.87119944,0.57496503,422,0.64217671,8.78319905,424,8.74176887,839,4.41777116,46,80.57630435,43,86.19790698,5,741.302,6,617.75166667,3939.2,656.53333333,1.06277873,3706.51,,"Multiple attribution settings",,,,,,,476,7.78678571,,,,2024-06-26,2024-06-26
2024-06-25,,,,,101053,32.67057881,54950,60.0811647,1.83899909,0.76989303,518,0.94267516,6.3734749,493,6.69667343,1071,3.0825957,88,37.51659091,55,60.02654545,12,275.12166667,15,220.09733333,13583.2,905.54666667,4.11430095,3301.46,,"Multiple attribution settings",,,,,,,551,5.99176044,,,,2024-06-25,2024-06-25
2024-06-24,,,,,112679,30.1950674,60195,56.52213639,1.87189966,0.62655863,480,0.79740842,7.08822917,429,7.93088578,1026,3.3161306,73,46.60753425,55,61.86090909,11,309.30454545,16,212.646875,11440.03,715.001875,3.3623907,3402.35,,"Multiple attribution settings",,,,,,,509,6.68438114,,,,2024-06-24,2024-06-24
2024-06-23,,,,,177016,25.24494961,89859,49.73080048,1.96993067,0.60841958,623,0.69330841,7.1729695,595,7.51052101,1189,3.75841884,54,82.75481481,35,127.67885714,1,4468.76,7,638.39428571,3280.06,468.58,0.7339978,4468.76,,"Multiple attribution settings",,,,,,,696,6.42063218,,,,2024-06-23,2024-06-23
2024-06-22,,,,,222508,27.70579035,113994,54.0796884,1.95192729,0.86019379,813,0.71319543,7.58273063,945,6.52355556,1674,3.68265233,91,67.74461538,58,106.28896552,8,770.595,17,362.63294118,13167.55,774.56176471,2.13593879,6164.76,,"Multiple attribution settings",,,,,,,1078,5.7187013,,,,2024-06-22,2024-06-22
2024-06-21,,,,,234013,26.93752057,110813,56.88619566,2.11178291,0.98541534,740,0.66779169,8.51855405,932,6.7636588,1507,4.18296616,67,94.08552239,47,134.12191489,7,900.53285714,12,525.31083333,11350.59,945.8825,1.80061487,6303.73,,"Multiple attribution settings",,,,,,,1158,5.44363558,,,,2024-06-21,2024-06-21
2024-06-20,,,,,211435,28.92576915,96456,63.40631998,2.19203575,0.70092463,551,0.57124492,11.09967332,842,7.26356295,1300,4.70455385,92,66.4773913,90,67.95466667,7,873.70285714,18,339.77333333,10004.01,555.77833333,1.63573265,6115.92,,"Multiple attribution settings",,,,,,,979,6.2471093,,,,2024-06-20,2024-06-20
2024-06-19,,,,,188158,32.89097461,81408,76.0207842,2.31129619,0.77381775,737,0.90531643,8.39715061,885,6.99288136,1545,4.00563107,83,74.5626506,62,99.81774194,9,687.63333333,14,442.05,7798.08,557.00571429,1.26005138,6188.7,,"Multiple attribution settings",,,,,,,951,6.50757098,,,,2024-06-19,2024-06-19
2024-06-18,,,,,196416,24.25138482,81044,58.77498643,2.42357238,0.4984319,595,0.73416909,8.00564706,569,8.3714587,1310,3.63615267,82,58.0897561,66,72.17212121,10,476.336,14,340.24,8597.18,614.08428571,1.80485624,4763.36,,"Multiple attribution settings",,,,,,,613,7.77057096,,,,2024-06-18,2024-06-18
2024-06-17,,,,,270974,19.93187538,134654,40.11035691,2.01237245,0.42513304,692,0.51390972,7.8049422,633,8.53241706,1242,4.34864734,61,88.54131148,35,154.31485714,9,600.11333333,15,360.068,8483.5,565.56666667,1.57072183,5401.02,,"Multiple attribution settings",,,,,,,759,7.11596838,,,,2024-06-17,2024-06-17
2024-06-16,,,,,130482,29.12662283,79618,47.73418071,1.63885051,0.71810671,425,0.53379889,8.94235294,464,8.19073276,884,4.29920814,45,84.45555556,44,86.375,4,950.125,14,271.46428571,10039.19,717.085,2.64154453,3800.5,,"Multiple attribution settings",,,,,,,532,7.14379699,,,,2024-06-16,2024-06-16
2024-06-15,,,,,102501,37.09719905,56026,67.87027452,1.82952558,0.87901581,414,0.73894263,9.18478261,437,8.701373,886,4.29176072,33,115.22727273,24,158.4375,3,1267.5,6,633.75,3336.57,556.095,0.87746746,3802.5,,"Multiple attribution settings",,,,,,,504,7.54464286,,,,2024-06-15,2024-06-15
2024-06-14,,,,,211718,30.40369737,100982,63.74413262,2.09659147,0.65086577,775,0.76746351,8.30581935,767,8.39245111,1367,4.70885881,57,112.93,48,134.104375,8,804.62625,16,402.313125,8646.06,540.37875,1.34317952,6437.01,,"Multiple attribution settings",,,,,,,877,7.33980616,,,,2024-06-14,2024-06-14
2024-06-13,,,,,265087,32.2022204,123595,69.067438,2.14480359,0.63752655,983,0.79533962,8.68401831,996,8.57067269,1756,4.86126993,87,98.11942529,64,133.38109375,3,2845.46333333,16,533.524375,10773.94,673.37125,1.262119,8536.39,,"Multiple attribution settings",,,,,,,1113,7.66971249,,,,2024-06-13,2024-06-13
2024-06-12,,,,,241977,29.65372742,111346,64.44344655,2.17319886,0.65832703,948,0.85140014,7.56911392,958,7.49010438,1662,4.31740072,80,89.694,65,110.39261538,7,1025.07428571,18,398.64,14663.14,814.61888889,2.04349511,7175.52,,"Multiple attribution settings",,,,,,,1080,6.644,,,,2024-06-12,2024-06-12
2024-06-11,,,,,241468,28.34193351,116309,58.84041648,2.07609041,0.66634088,914,0.78583773,7.48760394,934,7.32726981,1677,4.08090042,94,72.805,64,106.93234375,10,684.367,25,273.7468,16401.3,656.052,2.396565,6843.67,,"Multiple attribution settings",,,,,,,1069,6.40193639,,,,2024-06-11,2024-06-11
2024-06-10,,,,,252071,25.37019332,120429,53.10257496,2.0931088,0.59269015,762,0.63273796,8.39250656,798,8.01389724,1509,4.23796554,83,77.04927711,79,80.95050633,10,639.509,19,336.58368421,15924.75,838.14473684,2.4901526,6395.09,,"Multiple attribution settings",,,,,,,908,7.04305066,,,,2024-06-10,2024-06-10
2024-06-09,,,,,195282,32.41010436,86707,72.99422192,2.2522057,0.62934628,734,0.84652912,8.62276567,769,8.23031209,1547,4.09121526,137,46.19788321,101,62.66445545,6,1054.85166667,41,154.36853659,18350.51,447.57341463,2.89938238,6329.11,,"Multiple attribution settings",,,,,,,834,7.58886091,,,,2024-06-09,2024-06-09
2024-06-08,,,,,174235,33.1891985,84199,68.67920047,2.06932386,0.71455219,724,0.85986769,7.98718232,771,7.50028534,1448,3.99359116,114,50.72561404,65,88.96492308,3,1927.57333333,25,231.3088,12974.45,518.978,2.24365869,5782.72,,"Multiple attribution settings",,,,,,,824,7.01786408,,,,2024-06-08,2024-06-08
2024-06-07,,,,,226209,23.66382416,136227,39.29448641,1.66052985,0.7457705,776,0.56963744,6.89815722,878,6.09677677,1418,3.7750141,107,50.02775701,52,102.94173077,3,1784.32333333,19,281.73526316,12698.86,668.36105263,2.37230173,5352.97,,"Multiple attribution settings",,,,,,,1011,5.29472799,,,,2024-06-07,2024-06-07
2024-06-06,,,,,193360,27.54938974,98336,54.17090384,1.96631956,0.67594125,713,0.72506508,7.47117812,718,7.41915042,1423,3.74346451,60,88.7825,35,152.19857143,,,12,443.9125,7311.13,609.26083333,1.37247956,5326.95,,"Multiple attribution settings",,,,,,,855,6.23035088,,,,2024-06-06,2024-06-06
